,Grapheme,Phoneme
725,دو دو با توجه به اعداد زير ، اختلالي در توليد برق پيش‌بيني نمي‌شود,"do do b/ tava,,oh be ]a]d/de1 zir ]extel/li dar tolide1 barq pi.bini nemi.avad
"
726,ظرفيت نيروگاه‌هاي آماده‌به‌كار معادل بيست وَ دو هزار وَ صد وَ هفتاد مگاوات است,"zarfiyate1 nirug/hh/ye1 ]/m/de be k/r mo]/dele1 bist va do hez/r va sad va haft/d meg/v/t ]ast
"
727,مصرف پيش‌بيني‌شده در هفته اول سال دو هزار معادل هفده هزار وَ دويست مگاوات خواهد بود,"masrafe1 pi.bini.ode dar hafteye1 ]avvale1 s/le1 do hez/r mo]/dele1 hefdah hez/r va devist meg/v/t x/had bud
"
728,سه دو نيروگاه‌ها براي عملكرد درست خود وابسته به سوخت هستند,"se do nirug/hh/ bar/ye ]amalkarde1 doroste1 xod v/baste be suxt hastand
"
729,وزير نفت دستور داده‌است كليه مخازن سوخت مايع نيروگاه‌هاي مهم تا قبل از سال دو هزار پر شوند تا در صورت افت فشار گاز ، براي مدتي از سوخت مايع كمك گرفته شود,"vazire1 naft dastur d/de ]ast kolliyee1 max/zene1 suxte1 m/ye]e1 nirug/hh/ye1 mohem t/ qabl ]az s/le1 do hez/r por .avand t/ dar surate1 ]ofte1 fe./re1 g/z bar/ye moddati ]az suxte1 m/ye] komak gerefte .avad
"
730,چهار دو انتقال برق ديسپاچينگ كاملا وابسته به مخابرات است و در صورت اختلال در مخابرات ، شبكه سراسري برق كشور ممكن‌است كلا از كار بيفتد ، اما مخابرات در آخرين گزارش خود بر تداوم خدمات خود تاكيد كرده است,"'ah/r do ]enteq/le1 barqe1 disp/'ing k/melan v/baste be mox/ber/t ]ast va dar surate1 ]extel/l dar mox/ber/t .abakeye1 sar/sariye1 barqe1 ke.var momken ]ast kollan ]az k/r biyoftad ]amm/ mox/ber/t dar ]/xarin goz/re.e1 xod bar tad/vome1 xadam/te1 xod ta]kid karde ]ast
"
731,سه پست و تلگراف و تلفن ، يك سه كليه اقدامات تا قبل از سال دو هزار به پايان خواهد رسيد,"se post va telegr/f va telefon yek se kolliyeye1 ]eqd/m/t t/ qabl ]az s/le1 do hez/r be p/y/n x/had resid
"
732,دو سه هيچگونه اختلالي در ارتباطات بين‌الملل ، بين‌شهري و درون‌شهري به‌علت مشكلات سال دو هزار ، در خدمات مخابراتي پيش‌بيني نمي‌شود,"do se hi' gune ]extel/li dar ]erteb/te1 beynolmelal beyne1 .ahri va darun.ahri be ]ellate1 mo.kel/te1 s/le1 do hez/r dar xadam/te1 mox/ber/ti pi.bini nemi.avad
"
733,سه سه براي اطمينان بيشتر ، يك مانور سراسري در برنامه پيش‌بيني‌شده است,"se se bar/ye ]etmin/ne1 bi.tar yek m/novre1 sar/sari dar barn/me pi.bini .ode ]ast
"
734,تاريخ را به سال دو هزار خواهند برد تا اشكالات كار معلوم شود,"t/rix r/ be s/le1 do hez/r x/hand bord t/ ]e.k/l/te1 k/r ma]lum .avad
"
735,چهار وزارت راه و ترابري يك چهار در صورت تداوم سوخت‌رساني مشكل خاصي در حمل و نقل جاده‌اي وجود ندارد,"'ah/r vez/rate1 r/h va tar/bari yek 'ah/r dar surate1 tad/vome1 suxtres/ni mo.kele1 x/ssi dar hamlonaqle1 ,/dde]i vo,ud nad/rad
"
736,دو چهار به‌واسطه اين‌كه سيستم‌هاي قديمي كنترل تردد قطارها هنوز در همه مسيرها فعال هستند ، اختلال در كار رايانه‌ها خطري ايجاد نخواهد كرد,"do 'ah/r be v/seteye1 ]in ke sistemh/ye1 qadimiye1 kontorole1 -taraddod taraddode1 qat/rh/ hanuz dar hameye1 masirh/ fa]]/l hastand ]extel/l dar k/re1 r/y/neh/ xatari ]i,/d nax/had kard
"
737,حمل و نقل ريلي وابستگي زياد به مخابرات دارد,"hamlonaqle1 reyli v/bastegiye1 ziy/d be mox/ber/t d/rad
"
738,سه چهار هواپيمايي كشوري اقدامات موثري را در باره فرودگاه‌ها ، سيستم‌هاي ناوبري هوايي و هواپيماها اتخاذ نموده‌است,"se 'ah/r hav/peym/yie1 ke.vari ]eqd/m/te1 mo]asseri r/ darb/ree1 forudg/hh/ sistemh/ye1 n/vbarie1 hav/yi va hav/peym/h/ ]ettex/z nemude ]ast
"
739,نسبت به تداوم فعاليت حمل و نقل هوايي اطمينان داده‌شده است,"nesbat be tad/vome1 fa]]/liyate1 hamlonaqle1 hav/yi ]etmin/n d/de .ode ]ast
"
740,چهار چهار اقدامات لازم و موثر در باره بندرها و كشتيراني انجام‌شده و نسبت به تداوم فعاليت‌هاي اين بخش اطمينان داده‌شده است,"'ah/r 'ah/r ]eqd/m/te1 l/zem va mo]asser darb/ree1 bandarh/ va ka.tir/ni ]an,/m .ode si va nesbat be tad/vome1 fa]]/liyath/ye1 ]in bax. ]etmin/n d/de .ode ]ast
"
741,پنج وزارت بهداشت ، وزارت بهداشت كارهاي خود را كمي ديرتر آغاز كرده و در برنامه زمان‌بندي اجراي فعاليت‌ها نيز داراي نقائصي است,"pan, vez/rate1 behd/.t vez/rate1 behd/.t k/rh/ye1 xod r/ kami dirtar ]/q/z karde va dar barn/meye1 zam/nbandie1 ]e,r/e1 fa]]/liyath/ niz d/r/ye1 naq/]esi ]ast
"
742,بيمارستان‌ها و پزشكان نسبت به مساله سال دو هزار ناآشنا هستند و حجم گسترده تجهيزات با سامانه‌هاي نهفته ، باعث ايجاد نگراني در اين زمينه است,"bim/rest/nh/ va peze.k/n nesbat be mas]alee1 s/le1 do hez/r n/]/.n/ hastand va ha,me1 gostardee1 ta,hiz/t b/ s/m/neh/ye1 nahofte b/]ese1 ]i,/de1 negar/ni dar ]in zamine ]ast
"
743,ممكن‌است در سطح بيمارستان‌ها و كلينيك‌ها و همچنين در سطح منازل با بروز آسيب جاني براي پاره‌اي از شهروندان روبرو شويم,"momken ]ast dar sathe1 bim/rest/nh/ va kilinikh/ va ham'enin dar sathe1 man/zel b/ boruze1 ]/sibe1 ,/ni bar/ye p/re]i ]az .ahrvand/n ruberu .avim
"
744,شِش صدا و سيما ، عملكرد صدا و سيما از دو ديدگاه قابل‌بررسي است,".e. sed/ va sim/ ]amalkarde1 sed/ va sim/ ]az do didg/h q/bele1 barresi ]ast
"
745,يك شِش رفع عيوب داخلي,"yek .e. raf]e1 ]oyube1 d/xeli
"
746,در اين زمينه فعاليت‌هاي مختلفي صورت‌گرفته ، ليكن درصد پيشرفت كار و ميزان كار باقيمانده هنوز معلوم نيست,"dar ]in zamine fa]]/liyath/ye1 moxtalefi surat gerefte liken darsade1 pi.rafte1 k/r va miz/ne1 k/re1 b/qim/nde hanuz ma]lum nist
"
747,دو شِش اطلاع‌رساني ، فعاليت در اين زمينه به‌تازگي شروع‌شده است و ميان مسوولان سال دو هزار دستگاه‌هاي حساس و نماينده صدا و سيما در اين امور ارتباط برقرار شده‌است,"do .e. ]ettel/]res/ni fa]]/liyat dar ]in zamine bet/zegi .oru] .ode ]ast va miy/ne1 mas]ul/ne1 s/le1 do hez/re1 dastg/hh/ye1 hass/s va nam/yandeye1 sed/ va sim/ dar ]in ]omur ]erteb/t barqar/r .ode ]ast
"
748,در نتيجه الف جامعه نسبت به‌اين موضوع اطلاعات كافي كسب نكرده است,"darnati,e ]alef ,/me]e nesbat be ]in mozu] ]ettel/]/te1 k/fi kasb nakarde ]ast
"
749,ب عدم انعكاس مطالب مربوط به مشكل سال دو هزار در صدا و سيما باعث شده تا ديگر كشورها مساله را حمل بر بي‌توجهي و عدم اقدامات مسوولين كشور در اين مورد نمايند,"be ]adame1 ]en]ek/se1 mat/lebe1 marbut be mo.kele1 s/le1 do hez/r dar sed/ va sim/ b/]es .ode t/ digare1 ke.varh/ mas]ale r/ hamle1 bar bitava,,ohi va ]adame1 ]eqd/m/te1 mas]uline1 ke.var dar ]in mored nam/yand
"
750,هفت وزارت صنايع ، وزارت صنايع با كمك مهندسان مشاور اقدام به تهيه جزوات راهنما كرده است تا واحدهاي صنعتي با استفاده از آن مشكل خود را حل كنند,"haft vez/rate1 san/ye] vez/rate1 san/ye] b/ komake1 mohandes/ne1 mo./ver ]eqd/m be tahiyee1 ,ozav/te1 r/hnam/ karde ]ast t/ v/hedh/ye1 san]ati b/ ]estef/de ]az ]/n mo.kele1 xod r/ hal konand
"
751,اين جزوات راهنما به‌تازگي و در تعداد محدود منتشر شده‌است و ممكن‌است همه واحدهاي داراي مشكل از آن اطلاع حاصل نكنند,"]in ,ozav/te1 r/hnam/ bet/zegi va dar te]d/de1 mahdud monta.er .ode ]ast va momken ]ast hameye1 v/hedh/e1 d/r/e1 mo.kel ]az ]/n ]ettel/] h/sel nakonand
"
752,هشت وزارت معادن و فلزات ، وزارت معادن و فلزات پيش‌بيني كرده است كه بخش عمده‌اي از كار بدون ذكر ميزان دقيق در نيمه اول آبان‌ماه به‌اتمام برسد,"ha.t vez/rate1 ma]/den va felezz/t vez/rate1 ma]/den va felezz/t pi.bini karde ]ast ke bax.e1 ]omde]i ]az k/r bedune zekre1 miz/ne1 daqiq dar nimee1 ]avvale1 ]/b/n m/h be ]etm/m beresad
"
753,صنايع بزرگ تحت پوشش اين وزارتخانه وابستگي شديد به گاز و برق و راه دارند,"san/ye]e1 bozorge1 tahte1 pu.e.e1 ]in vez/ratx/ne v/bastegie1 .adid be g/z va barq va r/h d/rand
"
754,در صورت عدم بروز اختلال در گاز و برق و راه ، مسوولين دستگاه اجرايي مربوطه عدم بروز اختلال در خدمت‌دهي صنايع تحت پوشش را نويد مي‌دهند,"dar surate1 ]adame1 boruze1 ]extel/l dar g/z va barq va r/h mas]uline1 dastg/he1 ]e,r/]ie1 marbute ]adame1 boruze1 ]extel/l dar xedmatdehie1 san/ye]e1 tahte1 pu.e. r/ navid midahand
"
755,نُه سيستم بانكي كشور ، سيستم بانكي عمليات خود را نسبتاً زودتر از ديگر سازمان‌ها آغاز نموده‌است,"noh sisteme1 b/nkie1 ke.var sisteme1 b/nki ]amaliy/te1 xod r/ nesbatan zudtar ]az digare1 s/zm/nh/ ]/q/z nemude ]ast
"
756,همه بانك‌هاي كشور كارهاي وسيعي را انجام داده‌اند,"hamee1 b/nkh/ye1 ke.var k/rh/e1 vasi]i r/ ]an,/m d/de]and
"
757,بر اساس اظهارات مسوولين بانك‌ها ، تمامي عمليات رفع ايراد بانك‌ها تا قبل از سال دو هزار به‌اتمام خواهد رسيد و اين شامل سيستم‌هاي نهفته ، نرم‌افزارها ، و سيستم سوئيفت نيز خواهد شد,"bar ]as/se1 ]ezh/r/te1 mas]uline1 b/nkh/ tam/mie1 ]amaliy/te1 raf]e1 ]ir/de1 b/nkh/ t/ qabl ]az s/le1 do hez/r be ]etm/m x/had resid va ]in ./mele1 sistemh/ye1 nahofte narm]afz/rh/ va sisteme1 su]ift niz x/had .od
"
758,با توجه به حفظ تمام اسناد كاغذي و عدم وابستگي زياد بانك‌ها به مخابرات ، اختلال جدي در كار بانك‌هاي كشور پيش‌بيني نمي‌شود,"b/ tava,,oh be hefze1 tam/me1 ]asn/de1 k/qazi va ]adame1 v/bastegiye1 ziy/de1 b/nkh/ be mox/ber/t ]extel/le1 ,eddi dar k/re1 b/nkh/ye1 ke.var pi.bini nemi.avad
"
759,استخدام مهندس راه و ساختمان به ساختمان با پانزده سال سابقه كار و حداقل پنج سال تجربه در زمينه سدسازي براي رياست كارگاه سدسازي در جنوب كشور نيازمنديم,"]estexd/me1 mohandese1 r/hos/xtem/n be mohandese1 r/h va s/xtem/n b/ p/nzdah s/l s/beqee1 k/r va hadde]aqal pan, s/l ta,robe dar zaminee1 sads/zi bar/ye riy/sate1 k/rg/he1 sads/zi dar ,onube1 ke.var niy/zmandim
"
760,داوطلبان مدارك و سوابق خود را به آدرس پستي ، تهران ميدان مهندس راه و ونك خيابان ملاصدرا خيابان شيخ بهائي شماره سي وَ چهار ، كد پستي نوزده هزار وَ نُهصد وَ سي وَ هفت ارسال نمايند,"d/vtalab/n mad/rek va sav/beq xod r/ be ]/drese1 postiye1 tehr/n meyd/ne1 vanak xiy/b/ne1 moll/sadr/ xiy/b/ne1 .eyxebah/]i .om/ree1 si va 'ah/r kode1 postiye1 nuzdah nohsad va si va haft ]ers/l nam/yand
"
761,سرويس سياسي ، يك مقام مسئول در ستاد كل نيروهاي مسلح با اعلام اين‌مطلب كه اين ستاد از ابتدا مخالف طرح خريد خدمت سربازي بوده‌است ، افزود كه اين طرح تبعيض‌آميز بوده و مورد قبول نيست و اين ستاد اگر بتواند از طريق مراجع قانوني آن را متوقف خواهدكرد,"servise1 siy/si yek maq/me1 mas]ul dar set/de1 kolle1 niruh/ye1 mosallah b/ ]e]l/me1 ]in matlab ke ]in set/d ]az ]ebted/ mox/lefe1 tarhe1 xaride1 xedmate1 sarb/zi bude ]ast ]afzud ke ]in tarh tab]iz]/miz bude va morede1 qabul nist va ]in set/d ]agar betav/nad ]az tariqe1 mar/,e]e1 q/nuni ]/n r/ motavaqqef x/had kard
"
762,وي‌با اشاره به‌اين كه طرح خدمت خريد سربازي از سوي دولت به مجلس ارائه و توسط قوه مقننه تصويب‌شده است ، گفت ، اين طرح از ابتدا نيز از سوي ستاد كل نيروهاي مسلح با مخالفت روبرو شده‌است و براي سال آينده نيز از سوي دولت طرح خريد خدمت سربازي پيش‌بيني‌شده كه ما با آن مخالفيم و اميدواريم جلو اجراي اين طرح گرفته شود,"vey b/ ]e./re be ]in ke tarhe1 xaride1 xedmate1 sarb/zi ]az suye1 dolat be ma,les ]er/]e va tavassote1 qovveye1 moqannane tasvib .ode ]ast goft ]in tarh ]az ]ebted/ niz ]az suye1 set/de1 kolle1 niruh/ye1 mosallah b/ mox/lefat ruberu .ode ]ast va bar/ye s/le1 ]/yande niz ]az suye1 dolat tarhe1 xaride1 xedmate1 sarb/zi pi.bini .ode ke m/ b/ ]/n mox/lefim va ]omidv/rim ,eloe1 ]e,r/ye1 ]in tarh gerefte .avad
"
763,وي‌با تكذيب خبر خريد خدمت سربازي توسط شصت وَ نُه هزار نفر در سال جاري گفت ، زمان دقيق پايان خريد خدمت سربازي در سال جاري نيز هنوز مشخص نيست و اين طرح در حال اجراست,"vey b/ takzibe1 xabare1 xaride1 xedmate1 sarb/zi tavassote1 .ast va noh hez/r nafar dar s/le1 ,/ri goft zam/ne1 daqiqe1 p/y/ne1 xaride1 xedmate1 sarb/zi dar s/le1 ,/ri niz hanuz mo.axxas nist va ]in tarh dar h/le1 ]e,r/ ]ast
"
764,خاطرنشان مي‌شود كه به‌موجب بند ط تبصره نُه لايحه بودجه سال هفتاد وَ نُه كل كشور ، به دولت اجازه داده مي‌شود تعدادي از مشمولان خدمت نظام‌وظيفه را كه آموزش نظامي را در نيروهاي مقاومت بسيج سپاه پاسداران انقلاب اسلامي يا يكي از مراكز نظامي ديده‌اند,"x/terne./n mi.avad ke be mo,ebe1 bande1 tee1 tabsaree1 nohe1 l/yehee1 bud,e s/le1 haft/d va nohe1 kolle1 ke.var be dolat ]e,/ze d/de mi.avad te]d/di ]az ma.mul/ne1 xedmate1 nez/mvazife r/ ke ]/muze.e1 nez/mi r/ dar niruh/ye1 moq/vemate1 basi,e1 sep/he1 p/sd/r/ne1 ]enqel/be1 ]esl/mi y/ yeki ]az mar/keze1 nez/mi dide]and 
"
765,مطابق آيين‌نامه‌اي كه به پيشنهاد ستاد كل نيروهاي مسلح به‌تصويب هيات وزيران مي‌رسد ، از خدمت نظام‌وظيفه معاف كند و هزينه‌هاي مربوط و همچنين ما به‌ازاي ارزش خدماتي را كه از آن معاف مي‌شوند ، از ايشان دريافت و به‌حساب رديف چهارصد وَ شصت وَ نُه هزار وَ نُهصد وَ چهارده قسمت سوم اين قانون واريز كند,"mot/beqe1 ]/]inn/me]i ke be pi.nah/de1 set/de1 kolle1 niruh/ye1 mosallah be tasvibe1 hey]ate1 vazir/n miresad ]az xedmate1 nez/mvazife mo]/f konad va hazineh/ye1 marbut va ham'enin m/be]ez/ye1 ]arze.e1 xadam/ti r/ ke ]az ]/n mo]/f mi.avand ]az ]i./n dary/ft va be hes/be1 radife1 'ehel va .e. navad va noh 'ah/rdah qesmate1 sevvome1 ]in q/nun v/riz konad
"
766,همچنين مشمولان متاهل واجد شرايط ، وابستگان درجه اول ، خانواده معظم شهدا و جانبازان ، مفقودالاثرها و آزادگان از پنجاه درصد تخفيف برخوردار خواهند شد,"ham'enin ma.mul/ne1 mota]ahhele1 v/,ede1 .ar/yet v/basteg/ne1 dara,e ]avvale1 x/nev/de mo]azzame1 .ohad/ va ,/nb/z/n mafqudol]asarh/ va ]/z/deg/n ]az pan,/h darsad taxfif barxord/r x/hand .od
"
767,جناب آقاي مهندس محمد ابراهيم راشدي مديريت محترم طرح توسعه شركت سنگ‌آهن گل‌گهر ، با نهايت تاثر و تاسف درگذشت پدر بزرگوارتان را تسليت عرض نموده ، براي آن مرحوم رحمت الهي و بازماندگان صبر و شكيبايي آرزومنديم,",en/be1 ]/q/ye1 mohandes mohammad]ebr/hime1 r/.edi modiriyate1 mohtarame1 tarhe1 tose]e .erkate1 sange1 ]/hane1 golgohar b/ nah/yate1 ta]assor va ta]assof dargoza.te1 pedare1 bozorgv/ret/n r/ tasliyat ]arz nemude bar/ye ]/n marhum rahmate1 ]el/hi va b/zm/ndeg/n sabr va .akib/]i ]/rezumandim
"
768,شركت مهندسين مشاور بينا,".erkate1 mohandesine1 mo./ver bin/
"
769,جناب آقاي مهندس راشدي مديريت محترم طرح توسعه مجتمع سنگ معدني گل‌گهر ، با نهايت تاسف و تاثر مصيبت وارده را به حضرتعالي تسليت عرض نموده ، براي آن مرحوم مغفرت و براي بازماندگان صبر و شكيبائي مسئلت مي‌نمائيم,",en/be1 ]/q/ye1 mohandes r/.edi modiriyate1 mohtarame1 tarhe1 tose]ee1 mo,tama]e1 sange1 ma]danie1 golgohar b/ nah/yate1 ta]assof va ta]assor mosibate1 v/rede r/ be hazrate]/li tasliyat ]arz nemude bar/ye ]/n marhum maqferat va bar/ye b/zm/ndeg/n sabr vae1 .akib/]i mas]alat minam/]im
"
770,مديرعامل و هيئت‌مديره شركت آلفا سام,"modir]/mel va hey]atmodiree1 .erkate1 ]/lf/s/m
"
771,اطلاعيه شركت توليدي فرآورده‌هاي گوشتي البا بدين‌وسيله اعلام مي‌دارد پروانه مسئول فني قبلي شركت بنام مهندس شهرام صباغپور مفقود گرديده و از درجه اعتبار ساقط مي‌باشد,"]ettel/]iyee1 .erkate1 tolidiye1 far/vardeh/ye1 gu.tiye1 ]alb/ bedin vasile ]e]l/m mid/rad parv/nee1 mas]ule1 fanniye1 qablie1 .erkat be n/me1 mohandes .ahr/me1 sabb/qpur mafqud gardide va ]az dara,ee1 ]e]teb/r s/qet mib/.ad
"
772,شركت توليدي فرآورده‌هاي گوشتي البا آگهي استخدام يك موسسه صنعتي و توليدي براي كار در خارج از تهران به چند نفر مهندس رشته كامپيوتر گرايش نرم‌افزار با شرايط زير احتياج دارد ، يك آشنايي كامل به زبان انگليسي فني ، دو حداكثر سن سي سال ، سه دارا بودن گواهي پايان خدمت وظيفه يا معافيت غيرپزشكي ، چهار نداشتن ممنوعيت استخدامي,".erkate1 tolidiye1 far/vardeh/ye1 gu.tiye1 ]alb/ ]/gahiye1 ]estexd/m yek mo]asseseye1 san]ati va-yo tolidi bar/ye k/r dar x/re, ]az tehr/n be 'and nafar mohandese1 re.teye1 k/mpiyuter ger/ye.e1 narm]afz/r b/ .ar/yete1 zir ]ehtiy/, d/rad yek ]/.n/]iye1 k/mel be zab/ne1 ]engelisiye1 fanni do hadde]aksare1 sen si s/l se d/r/ budane1 gov/hiye1 p/y/ne1 xedmate1 vazife y/ mo]/fiyate1 qeyrepeze.ki 'ah/r nad/.tane1 mamnu]iyate1 ]estexd/mi
"
773,از داوطلبين درخواست مي‌گردد مشخصات كامل خود شامل ميزان تحصيلات ، دانشگاه مربوطه ، سوابق كار و تصوير مدارك مربوطه و آدرس پستي ، شماره‌تلفن تماس را به آدرس ، يزد صندوق پستي هفتصد وَ چهل وَ هفت پنجاه وَ نُه هزار وَ صد وَ نود وَ هشت ارسال نمايند,"]az d/vtalabin darx/st migardad mo.axxas/te1 k/mele1 xod ./mele1 miz/ne1 tahsil/t d/ne.g/he1 marbute sav/beqe1 k/r va tasvire1 mad/reke1 marbute va ]/drese1 posti .om/retelefone1 tam/s r/ be ]/drese1 yazd sandoqe1 postiye1 pan,/h va noh sad va navad va ha.t xatte1 tire haftsad va 'ehel va haft ]ers/l nam/yand
"
774,فدراسيون شطرنج اعلام كرد ، در پايان دور پنجم مسابقه‌هاي شطرنج قهرماني نوجوانان دختر و پسر آسيا در شهر احمدآباد هند ، آتوسا پوركاشيان شطرنج‌باز دختر نوجوان ايران در صدر جدول قرار گرفت و بخت نخست قهرماني آسياست,"fedr/siyone1 .atran, ]e]l/m kard dar p/y/ne1 dore1 pan,ome1 mos/beqeh/ye1 .atran,e1 qahram/niye1 no,av/n/ne1 doxtar va pesare1 ]/siy/ dar .ahre1 ]ahmad]/b/de1 hend ]/tus/ purk/.iy/n .atran,b/ze1 doxtare1 no,av/ne1 ]ir/n dar sadre1 ,adval qar/r gereft va baxte1 noxoste1 qahrem/niye1 ]/siy/ ]ast
"
775,وي كه‌در رده‌سني دختران زير دوازده سال رقابت مي‌كند ، در دور پنجم شطرنج‌باز هندي را شكست داد و با كسب چهار / پنج امتياز در صدر جدول اين گروه سني قرار گرفت,"vey ke dar radeye1 senniye1 doxtar/ne1 zire1 dav/zdah s/l req/bat mikonad dar dore1 pan,om .atran,b/ze1 hendi r/ .ekast d/d va b/ kasbe1 pan, momayyez 'ah/r ]emtiy/z dar sadre1 ,advale1 ]in goruhe1 senni qar/r gereft
"
776,در دور پنجم كه ديروز برگزار شد ، در قسمت دختران ، نينا همتي‌زاده در رده‌سني زير دَه سال و شادي پريدر در رده‌سني زير چهارده سال‌به ترتيب در مقابل شطرنج‌بازان ازبكستان و هند به پيروزي رسيدند,"dar dore1 pan,om ke diruz bargoz/r .od dar qesmate1 doxtar/n nin/ hemmatiz/de dar radeye1 senniye1 zire1 dah s/l va ./di paridar dar radeye1 senniye1 zire1 'ah/rdah s/l betartib dar moq/bele1 .atran,b/z/ne1 ]ozbakest/n va hend be piruzi residand
"
777,در قسمت پسران نيز ، سيد جواد علوي در رده‌سني زير دوازده سال در مقابل حريف هندي خود به برتري رسيد و آرش عبدالله‌زاده و الشن مرادي به‌ترتيب در رده‌هاي سني زير دَه سال و زير چهارده سال در برابر حريفان هندي خود مساوي شدند,"dar qesmate1 pesar/n niz seyyed ,av/de1 ]alavi dar radeye1 senniye1 zire1 dav/zdah s/l dar moq/bele1 harife1 hendiye1 xod be bartari resid va ]/ra.e1 ]abdoll/hz/de va ]ol.ane1 mor/di betartib dar radeh/ye1 senniye1 zire1 dah s/l va zire1'ah/rdah s/l dar bar/bare1 harif/ne1 hendiye1 xod mos/vi .odand
"
778,همچنين اميد نوروزي ديگر شطرنج‌باز تيم ايران در رده‌سني زير دوازده سال از حريف هندي خودشكست خورد,"ham'enin ]omide1 noruzi digar .atran,b/ze1 time1 ]ir/n dar radee1 senniye1 zire1 dav/zdah s/l ]az harife1 hendiye1 xod.ekast xord
"
779,اين مسابقه‌ها به روش سوئيسي و در هشت دور برگزار مي‌شود و تا روز سوم دي‌ماه ادامهخواهد يافت,"]in mos/beqeh/ be rave.e1 su]isi va dar ha.t dor bargoz/r mi.avad va t/ ruze1 sevvome1 dey m/h ]ed/mex/had y/ft
"
780,امروز تمامي شطرنج‌بازان تيم‌هاي شركت‌كننده استراحت مي‌كنند,"]emruz tam/miye1 .atran,b/z/ne1 timh/ye1 .erkatkonande ]ester/hat mikonand
"
781,كميته ملي المپيك اعلام كرد تيم‌ملي مشت‌زني ايران كه براي انجام چند ديدار دوستانه درتركيه به سر مي‌برد ، در نخستين ديدار خود مقابل تيم‌ملي مشت‌زني اين كشور به تساوي رسيد,"komitee1 melliye1 ]olampik ]e]l/m kard time1 melliye1 mo.tzaniye1 ]ir/n ke bar/ye ]an,/me1 'and did/re1 dust/ne dartorkiye be sar mibarad dar noxostin did/re1 xod moq/bele1 time1 melliye1 mo.tzaniye1 ]in ke.var be tas/vi resid
"
782,در اين ديدار كه‌در حضور مسئولان فدراسيون مشت‌زني تركيه و بيش از دو هزار تماشاگر درشهر شيله اين كشور برگزار شد ، دو تيم به پنج پيروزي و پنج شكست دست يافتند,"dar ]in did/r ke dar hozure1 mas]ul/ne1 fedr/siyone1 mo.tzaniye1 torkiye va bi. ]az do hez/r tam/./gar dar.ahre1 .ileye1 ]in ke.var bargoz/r .od do tim be pan, piruzi va pan, .ekast dast y/ftand
"
783,در پايان اين ديدار رئيس فدراسيون مشت‌زني تركيه از تيم‌ملي مشت‌زني ايران براي شركت دررقابت‌هاي بين‌المللي مشت‌زني استانبول كه ارديبهشت‌ماه سال آينده برگزار خواهد شد ، دعوتبه عمل آورد,"dar p/y/ne1 ]in did/r ra]ise1 fedr/siyone1 mo.tzaniye1 torkiye ]az time1 melliye1 mo.tzaniye1 ]ir/n bar/ye .erkat darreq/bath/ye1 beynolmelaliye1 mo.tzaniye1 ]est/nbol ke ]ordibehe.t m/he1 s/le1 ]/yande bargoz/r x/had .od da]vatbe ]amal ]/vard
"
784,جمال اميد سرپرست تيم‌ملي مشت‌زني ايران نيز در اين ديدار از تيم‌ملي مشت‌زني تركيه برايشركت در پيكارهاي بين‌المللي دهه مبارك فجر دعوت كرد,",am/l]omid sarparaste1 time1 melliye1 mo.tzaniye1 ]ir/n niz dar ]in did/r ]az time1 melliye1 mo.tzaniye1 torkiye bar/ye.erkat dar peyk/rh/ye1 beynolmelaliye1 dahee1 mob/rake1 fa,r da]vat kard
"
785,تيم‌ملي مشت‌زني ايران كه خود را براي شركت در رقابت‌هاي بين‌المللي كره‌جنوبي كه حكمانتخابي بازي‌هاي المپيك دو هزار سيدني را دارد ، آماده مي‌كند ، در مدت حضور خود در تركيهتمرينات خود را پيگيري مي‌كند,"time1 melliye1 mo.tzaniye1 ]ir/n ke xod r/ bar/ye .erkat dar req/bath/ye1 beynolmelaliye1 koreye1 ,unubi ke hokme1]entex/biye1 b/zih/ye1 ]olampike1 do hez/re1 sidni r/ d/rad ]/m/de mikonad dar moddate1 hozure1 xod dar torkiyetamrin/te1 xod r/ peygiri mikonad
"
786,يك دوچرخه‌سوار نيشابوري در ادامه سفرهاي ايرانگردي خود ديروز وارد استان ايلام شد,"yek do'arxesav/re1 ney./buri dar ]ed/mee1 safarh/ye1 ]ir/ngardiye1 xod diruz v/rede1 ]ost/ne1 ]il/m .od
"
787,اسماعيل صالح‌آبادي كه خود را چهل وَ پنج‌ساله و دبير مدارس نيشابور معرفي كرد گفت كه قصد دورزدن ايران با دوچرخه را دارد,"]esm/]ile1 s/leh]/b/di ke xod r/ 'ehel va pan,s/le va dabire1 mad/rese1 ney./bur mo]arrefi kard goft ke qasde1 dorzadane1 ]ir/n b/ do'arxe r/ d/rad
"
788,وي ، هدف از اين سفر را شناخت اقوام ، فرهنگها و جاذبه‌هاي گردشگري كشور عنوان كرد,"vey hadaf ]az ]in safar r/ .en/xte1 ]aqv/m farhangh/ va ,/zebeh/ye1 garde.gariye1 ke.var ]onv/n kard
"
789,وي ، بعد از ايلام سفر خود را به سمت خوزستان ، بوشهر و سيستان و بلوچستان ادامه مي‌دهد,"vey ba]d ]az ]il/m safare1 xod r/ be samte1 xuzest/n bu.ehr va sist/n va balu'est/n ]ed/me midahad
"
